ride_id,rider_id,driver_id,location_id,amount,ride_status,start_lat,start_lng,dest_lat,dest_lng
8769e459-2db3-41b8-80ca-6bc5d678e91b,bc2b930b-4b92-4e4c-836e-48d29eddd3a0,966c5c28-4f3d-46e8-9772-5c036aad8e26,300082,821.12,Cancelled,12.94209652,77.54487549,12.84679214,77.5655089
c335203d-d2ca-4324-b2ea-f28a1b59827b,1f8cad90-bf02-4c87-8aa1-eed76ddb66cb,21e7d409-1c1f-4117-9c08-49cabc1cdb73,300321,191.55,Completed,12.93421465,77.56859531,12.81508477,77.57273087
d77679cb-f581-41a9-b61f-9103041c15cd,9c37ba76-a660-452c-82d6-32d0c69ea114,54747d1c-ccca-4935-98fd-c31f7d19b170,300336,583.6,Completed,12.91735158,77.58676382,12.82684212,77.55005247
ff397b12-5d44-4a58-88f2-af5b339062c1,ae88297a-3dbd-40a1-ac23-3ae6796bfe85,a598f1b4-39c8-4c13-90de-930fada37544,300274,127.21,In Progress,12.96569545,77.54313388,12.81506283,77.56379073
940f0e35-7951-40fe-9489-ddd9735507b2,b35fa62e-5ef4-402f-96c7-c6e828d90acd,a870e5b1-d39c-43c2-a61e-8d963b43e2fe,300978,374.5,Completed,12.95381803,77.54608422,12.85948975,77.56383385
f915696e-447b-416b-b803-e16f929e015b,ec95656d-e6b5-430d-ac49-bcfe0ae5dac2,12f0e7bb-959c-4ccd-9935-469eaacf1736,300743,598.06,Cancelled,12.98257541,77.55898788,12.89269967,77.57103989
9a611532-411c-454d-823b-6e7b791853c3,2107a44a-39d4-4d05-9ec2-c2395de340a5,b27b1c10-2dbc-474f-90f3-069861d6a582,300981,326.93,Completed,12.98113479,77.57080087,12.8481266,77.51563231
a80cb651-7af6-47aa-84cc-3e4c462be063,40a8c3ce-cdd4-4c73-9b64-c2a174cc0574,ebe4112b-7cd8-41c7-a137-b77e72659b7c,300302,761.26,In Progress,12.91824873,77.52104926,12.83242023,77.57615534
dfa8682b-e2fc-498a-bd22-81f82a0d6a98,422ffe42-7080-4e62-a02d-c4d607f90c19,2976e4d5-d688-45ce-8f5f-e94cb382379c,300303,458.51,In Progress,12.92664824,77.59488128,12.82264077,77.52922197
19e3509d-57fe-4471-820b-4a50607c8bd4,40b3c31c-2323-497f-be13-c9a7de8332cc,38a745c3-bff3-406f-b612-4ce904e257f6,300504,871.64,Cancelled,12.98551044,77.59740937,12.80611852,77.56097743
86ac80d4-0c0a-4f14-a005-5810b3e9178b,5c386935-0f7a-4629-baa8-bfd995ab96bf,5b5eb07a-442e-42ec-974b-5c1d5c40ccf0,300075,522.96,Cancelled,12.96224977,77.54077014,12.87969834,77.5317699
b275dbaa-3482-47e9-8786-54a6c9377f44,a1276dee-8e14-4c46-8bb9-864226cd7129,ee4b6bb0-f4b9-4ef9-b6ac-c8d51aedd298,300904,427.71,Completed,12.94156153,77.56924766,12.8481626,77.53976649
4a70bba1-c168-4c8c-9828-9e9b4f744c3b,66e956d7-9f1d-4d45-b1aa-ba4b48f02415,99373afe-7196-4919-9d10-4082c455f380,300225,300.51,Completed,12.96669233,77.58987942,12.86799861,77.59459605
b57339ba-797c-4e04-a013-9d11d9566f4d,2597d70f-67d9-435d-ab24-6cdba496c37c,cb79a4eb-58c2-482e-a4b6-11e99521be21,300090,332.14,Completed,12.98542663,77.59050849,12.84366639,77.571299
4edbada7-2678-4f14-acd4-60b97f680341,59208fb5-fb4c-4bd8-af61-101a80ba35c3,4d5f6baf-9654-4caa-9a22-29effad3031d,300728,589.85,In Progress,12.90781363,77.51850277,12.85962914,77.50042761
7cd954a8-4c6b-40ee-84c6-544c7511c277,8709fa25-d007-4d0f-8fad-b4cc3b60aae2,99304f8c-5a58-47a5-bcbd-8b1aa01d72f5,300747,346.36,In Progress,12.90340422,77.55517517,12.84949594,77.57005983
0f6dc8a7-893b-496f-bbfa-f379db22bc46,c8aba53f-605c-4f91-a273-81b7a6a7bfdc,6756c1e0-906a-4c24-b917-3de1ccc42474,300896,624.93,Cancelled,12.97765014,77.55395187,12.84656785,77.59745166
baf802ac-1745-4c7f-8308-e9dae5e57aa8,5fb1b310-7ef5-44f1-b7e2-b061d7013263,0c6d800e-7c5a-4b4e-841d-f77e3aeab2de,300951,934.1,Cancelled,12.96744215,77.56991665,12.85817779,77.56261134
bf77805c-8f57-4e96-98f1-96120e07acda,ba1d25c9-87a7-49d9-82c7-fa68ca35d9ec,935b337a-bbaf-4cde-bfb8-6a3ec5dd6855,300827,167.29,Cancelled,12.9464275,77.55593612,12.86854531,77.58793102
dfb1ccb0-4b02-4ed7-98ee-ecf893dd8b09,4ecce945-82c3-4b3c-a27e-a996e8ed79d7,29dd4133-69df-4622-a6c9-008df5e95992,300812,658.78,In Progress,12.98622762,77.55996827,12.84899324,77.53094888
159b639b-1e5f-4cde-af62-ca14e26b2079,44cd6aae-837e-41a7-a974-e08cd612551b,efbf4fc3-5a64-47b4-9e53-5d47d8c35129,300591,940.61,Cancelled,12.93949883,77.55493243,12.86083095,77.56371297
3bb14a36-4079-48bf-a057-b2345aecf455,815b6026-5dc4-45f4-880b-8241e2c2e535,2444b82b-9ffc-4f62-acb0-2a6ab3bede76,300955,457.21,In Progress,12.91196344,77.50991859,12.87639222,77.52026158
ef9e0cb6-900c-4ee5-8c50-fab4e871380c,f64085ed-a120-4f2b-adb8-6ce874d4364a,0e2b3e9b-be8e-4fae-9d64-006bf4de8b72,300120,572.61,In Progress,12.90910079,77.50929478,12.87766037,77.54258504
5f018161-6364-4582-a747-e8c0fc116406,0f828680-4b97-4e32-8a7d-ace68ebecf5c,819d245c-8610-4132-b544-d497809525ee,300277,463.73,Cancelled,12.9083819,77.53997235,12.89199195,77.51709691
6975168a-bab5-4c26-a98b-d11502d39e8a,b863e86c-27fb-42c0-8bf9-7504b5c8e15e,75ec206a-c8a1-4313-85ef-b798a3b30b40,300878,808.66,Completed,12.95570833,77.54704131,12.86217811,77.5297327
9825b7df-c753-472e-a22b-9c9824cdf2aa,820cb37c-566d-4453-a947-893f40d8866f,4dbb2cdf-4e47-41ce-b6ab-c23355a3ac4a,300937,674.36,Cancelled,12.92498164,77.53995206,12.85083344,77.54378973
ce6b0bfe-a56f-461f-b855-6b6d03d0e17f,88046e19-7d8d-44c7-a675-ae5f7d178dc9,170673f1-4296-4428-91f0-30e71c4c3d0b,300985,568.62,Cancelled,12.94637427,77.57698141,12.81248317,77.52494196
76efb589-a9dd-43c8-9632-c1e07f81ff1a,bbb22fb5-c904-49b9-a2ae-0f4b5970bb41,af586b48-9c48-4972-a613-c147ca8342fd,300883,655.17,Cancelled,12.98914688,77.55832245,12.87895799,77.59241191
80b0d6af-89e6-44df-969c-99a4c8f05a4c,ef338613-db29-4d0f-b8e5-aa1214ca42be,3e534ef4-ffd2-4248-92ad-5685d9c3f78b,300831,203.93,Completed,12.91147468,77.57487421,12.82974741,77.5878205
8bc9d947-6455-4098-a407-9a43861fa32f,6dffaa95-fe69-4e40-b03b-9fff7da40e95,24f6b1a1-f6ac-419c-a004-e49932266708,300368,540.76,Completed,12.99039275,77.57728218,12.88454588,77.5152317
005f25da-66e7-42cb-adb3-e549de2ceb78,8efaaf13-98be-40ed-bd21-83033fe68ab5,4c81489d-2d5e-4343-836a-6e21d3f6f309,300281,489.9,Completed,12.99132333,77.52559155,12.89879178,77.5637836
092b6c38-9cea-4ede-bd64-3af09d25a9d9,5e96c48d-b999-4ff8-9409-f91d62290382,72112ff4-22c2-43b8-bb71-3f11b59202d3,300547,100.78,Cancelled,12.92386735,77.52316759,12.85471177,77.54818769
e068ca45-3f0c-42fe-b9d9-0930c12cf894,50429441-1ff4-4d67-979c-3d82e0ea14ab,efb6dae8-78fb-4c3e-9cf2-dcc9824967e8,300892,644.52,Completed,12.95219325,77.55415438,12.87092236,77.59597563
616c5c7a-4b17-4590-81ae-cbe6217288c3,994895d3-a507-442e-8d60-34fc89e5f9ce,58d3220c-7cb1-402b-8b15-1401e62ecb62,300853,627.67,Cancelled,12.98072904,77.57457546,12.88190816,77.50605412
2f1c9322-715b-4eaf-95a8-8648f1f4b4ff,bf083204-03be-4a09-8462-e61d9024a5af,6b33a5cd-571b-4ba3-a72a-950a6f1b7c09,300809,184.68,In Progress,12.99154407,77.56786273,12.8170116,77.56927791
bd351351-d504-4200-b2c0-5c23bfa45937,531aafea-50dc-47b9-a279-bf14fa53abe1,bcae530e-3cd2-44bb-bb4d-921e48845cf5,300502,848.0,Completed,12.93568528,77.54403861,12.80607297,77.54137766
6abfc237-b536-4045-89b9-dc0790010f59,3705bfc0-c444-4121-855e-8f9947213944,7cb9a858-f9ef-4443-8d4f-221d85247681,300456,502.19,Completed,12.98521146,77.52129671,12.85603038,77.55192483
1e6e2c38-15da-40d1-9942-69b06b6637ef,f9407125-d4a6-449b-855f-fbe78be7375e,0690c06a-fa77-43ed-88f8-942ac036e708,300740,269.8,Completed,12.90973902,77.59746118,12.84721063,77.50862815
06e100ca-6f58-4829-bbc5-33fe3c366250,ca283ea7-4e51-4ae4-972a-4e9815fb4952,42606c71-ca64-4215-8f00-fc66a8fc9c3b,300471,957.83,Completed,12.92165188,77.54740831,12.83838781,77.5627933
ba94b51e-15b6-4fd6-b6a9-007d11ff0e8b,03d9a102-ff87-47eb-837b-8766097ab351,61310ee2-e4de-4bc1-bdb2-f6d99ef95ca3,300933,152.43,Completed,12.93963663,77.52157584,12.84533309,77.50989192
5427a13a-c8d4-45de-bfcc-aae350b16593,77dc0707-fa97-46ea-b8fd-833c826fa079,4d637bf3-0613-4a76-87cc-1e57064a75d5,300753,482.21,In Progress,12.93388064,77.57787486,12.84797448,77.56498014
a2f10970-0827-434f-af96-3f5b784a2613,4a10b488-e222-46a5-917e-c414cd50fceb,3f6e8f3e-d63f-45e8-a476-b2873ae2e117,300210,913.24,Completed,12.9328257,77.53054579,12.87008526,77.59712143
6498736b-e7f9-4e9e-a1b5-66dcfc8360f2,64872231-8826-4513-a1a4-699d1c230542,3c0c3659-7186-4450-bd26-70ddc10239c0,300790,290.54,In Progress,12.91782953,77.51692245,12.87137753,77.5264925
41f5e111-6ba9-4e24-af68-cc0816b9d2e1,698c1475-b2c3-42ad-b86e-965b8aa7814d,c8443147-81f2-41dd-ae13-90c58346c2f7,300062,659.96,In Progress,12.99388111,77.59273307,12.8260282,77.56818793
e669ea6f-e631-4f65-a8bd-33e9de9f59f6,5b4f3510-89b3-45a8-b738-1064ebf4a108,d3bcca05-0943-4cc4-856b-36d3ff29f8b8,300776,387.55,In Progress,12.92201099,77.56646594,12.83142941,77.54368599
f00e5098-a834-422f-958e-0b6d6446e888,4e088445-5be1-4a4c-a696-041f303bdcc5,e20383e8-2891-476d-80eb-d74653770f43,300709,118.71,Completed,12.97211478,77.57826488,12.8038414,77.53064537
d9f2ef27-d1a2-4880-88cd-d2a6efb11af7,d9e867a7-d98d-47b2-a0eb-94c29260b71e,71a5fdd1-845a-4c0f-88d4-7775bcdc50b4,300407,110.57,In Progress,12.93280575,77.54322005,12.8156194,77.51080821
0c3c8553-e6de-4e50-b2ab-87c9fe32481a,79be600d-99fb-4236-90ae-7b3f71e03267,4e4505af-a87d-4566-ba90-06372059dad0,300804,825.78,Completed,12.90036422,77.57806127,12.8852441,77.57211097
f0101e70-89d4-444f-839f-c887fc84c61c,5e964bc6-98e0-408a-bce3-ec59569ee31c,0228229c-4ce5-4b95-a8ee-cc19245b13e9,300470,960.75,Completed,12.96848939,77.59120204,12.8315526,77.58587724
f40eb4d5-558c-458f-9af6-dea47b4d29ce,bc1df1e0-1c81-4775-9022-4178615d1ead,3fa8bcc7-2356-4ffe-bb74-04d6651412aa,300263,545.27,Completed,12.97229727,77.57099892,12.86541022,77.52151283
4e937fa9-c201-4b98-8726-c4986601ab23,2a250dbe-2de0-4517-8625-b83e48cd5cc5,e39815ca-af66-49f4-8d1f-cd9266fd8c17,300269,558.99,Completed,12.99055644,77.50218044,12.80210776,77.55564379
5fd88089-9b43-4319-9a01-510e49141739,25d93eb4-385a-497d-8843-ea91e28c481b,ea8965d3-c1fe-4620-b806-abc6820a8146,300934,639.62,In Progress,12.90282849,77.56353693,12.88356953,77.5306442
7d07a0e6-78b9-45ad-af31-159e88d41e56,9111eaec-3439-48a2-ad66-da412a489fbf,58d25fa2-d944-4096-87e1-8c41f02b853d,300859,893.46,Completed,12.97961477,77.59046497,12.83756822,77.5939393
85190e4f-8cc2-4f59-8d0a-ca815cf517ac,2b83b0e7-3729-4190-823a-0e6e32b03a8f,70136f17-fa16-42d7-bf23-6df47e732f4c,300445,508.69,Cancelled,12.90648184,77.57984162,12.89962646,77.52796289
2a4849c4-a7b9-4d5f-a2cc-1bfacd11e508,4de704e0-bddf-4f53-b263-f64588ca1aad,78f36428-b28f-443f-8b01-74315b85aefc,300135,269.23,In Progress,12.97873293,77.59517447,12.85793447,77.57831906
208b770d-dcda-49ac-9786-90f5593f4494,d160dfaf-6685-4e46-93d5-7cace076d4c6,99def82d-11f6-402d-9969-739eacccc027,300935,656.57,In Progress,12.93835599,77.55743712,12.85446173,77.51179091
1bf3d70a-cdf5-4784-9ae9-a35440257e6e,d428f9ee-ef91-4473-bb2a-e1760186d079,e3a6c72c-1e8e-4af8-a36f-669a67763d8c,300704,483.43,Cancelled,12.96295674,77.57428864,12.87924456,77.56391024
52ff022c-8a44-401f-9cfa-c4646d454c35,a8283cca-4988-4089-9c78-c776edac2f74,263f755c-8c0d-4c91-8cbb-49079bb5ce7a,300517,985.49,Cancelled,12.95753759,77.52316384,12.83988977,77.53772348
c6fc636e-24c1-41ba-836b-a724dbd599a1,48426c86-89ba-4a72-a4bf-bec88adefbea,ca944b5b-0754-4068-8560-7e9d5124d0a1,300023,932.46,Completed,12.92225382,77.54129248,12.86335969,77.55775835
fb94e634-1309-411b-a628-740417ce29c6,8cd0e729-475b-462c-bc4a-a956b31d618f,258cc656-41a6-4f4f-aeed-92a9c358ec8a,300816,712.01,In Progress,12.9438614,77.58007661,12.86476225,77.52103131
43b6f809-643b-40c3-b7ad-398b3fc3152d,92d01e02-2225-4c92-9974-9752f1a29c60,5b71bca3-c9ed-4521-b3e4-54f4b5836666,300403,877.42,Cancelled,12.96538994,77.54286241,12.81303498,77.55149949
e7430a8e-2259-4dbf-8a39-58615ff9b1b4,88ca1e42-69dc-4f2a-ac13-11c02cc78183,91dcc251-e9d4-4244-8fd6-11dda49923ff,300288,574.94,In Progress,12.92644906,77.54331568,12.8567932,77.54918846
4258e9d4-cccd-4c68-bf59-65fba26a898f,9faa795a-1781-4701-a94b-e265b4060fcc,1b1539dc-e4ee-432d-8dd6-09ac81573ade,300679,217.75,Cancelled,12.92862961,77.57320924,12.83588723,77.58425307
c4bb942e-5e9b-42e1-8cc0-8522edf39d72,6840f48f-b848-4b49-8a97-a63818d244d1,2475338e-2b85-4c04-9eb1-97321346c86e,300525,656.11,Cancelled,12.95704504,77.52826214,12.81356572,77.50518944
629c2909-4e97-42bb-bf24-3abf9a55e5b2,f85479cb-e51b-4bf1-a411-3a6371bbcce8,5b252629-ae27-47f3-ba9d-b1b3fa289342,300379,215.33,In Progress,12.93416602,77.58882118,12.86084131,77.56615297
5b5dd8f4-042b-47ff-b2d9-1c0b4827404e,6ef60b1a-5530-49b9-a747-b855039a524c,8e85a0d0-1d9a-416d-8070-25684ed725b7,300409,663.85,Cancelled,12.94507994,77.55557914,12.81061882,77.55955945
70338338-5928-4796-8a59-31639073ae0f,91f314b3-1449-4a95-82f5-7378bbc946d6,0a2cb66b-7f8e-4b38-8b6e-7cc074232b9a,300963,460.84,In Progress,12.9266045,77.54789476,12.84822175,77.59913051
f229beeb-2838-43fd-afcd-4898bce60121,ae493d16-d686-42b6-9309-06d49cf8d6a8,a5542145-8f90-40bc-b0fe-76fb09c24d87,300776,824.03,In Progress,12.91852452,77.51026941,12.81015728,77.52182669
b4b52955-5872-412c-9721-7b62bca28305,77235435-24e9-490f-bc2e-a36ff7ba0491,e5d176fc-2103-4208-8eb5-df202e49a75d,300260,906.5,Cancelled,12.98347906,77.564337,12.84384524,77.55038487
87a9a3d6-0200-4bf6-8348-033c4fca286f,d24694a7-1828-4380-8263-32836e094f43,947cb133-fda0-494a-9b0b-26cb48175100,300294,849.2,Completed,12.91322321,77.50251247,12.83867721,77.51862488
769f206c-659d-476a-951a-3cdaf1557e4b,e82d2815-4bb1-40be-a8e0-4b2bd3d93ea7,58c7ec14-bd20-42c5-83a4-531067aba1a7,300622,105.76,Completed,12.93247467,77.52804923,12.88210313,77.53627099
7b5040fa-3c3e-45aa-8ba6-2785f90b5049,3ba4cd11-221b-4eb2-a7a0-10653727f90a,29fa0c7f-96cf-4210-98ba-d0cc91090358,300292,778.34,In Progress,12.9646796,77.59477468,12.85387823,77.51374342
4560eb49-6c3f-43a2-8b7a-a82720732a55,ef699364-b09a-468b-af4f-a5800103216b,75e59f72-6126-4bb7-aa09-82857acbc414,300141,947.57,Cancelled,12.91675601,77.5785269,12.87022015,77.56287006
7377a576-aa66-46da-8d76-c9a777f10dcd,c2b0d455-82af-4cbb-aaa7-ecd148b5ad62,36eee05a-dfa3-44fb-a8f3-5f6498eb323a,300134,692.06,In Progress,12.98048444,77.54004226,12.80609819,77.599567
340b595d-48a2-44a5-9814-4439af56ef58,9f5b7719-a777-4ee6-bb8c-9a4a51037022,11a0ea26-2eb1-4800-b52c-78148775a879,300671,848.53,Completed,12.94573664,77.50951788,12.8498291,77.50343594
3b02ab32-9f8d-4587-bc39-62bef3aef9e0,e2c2f445-a264-4009-84bc-7da121f49d15,e17d4c4b-067a-430e-b331-76807ad979ec,300189,626.8,In Progress,12.92440073,77.57942233,12.83406998,77.52006903
c223c1a1-a65f-441b-a08f-ca564f604295,b32c3fa4-d3cb-42d6-b061-81963e8e46aa,736afb06-0313-49d7-9d47-8db2bcd06328,300616,549.36,Cancelled,12.96555133,77.54315534,12.84631789,77.55210301
9ea572c4-9fc1-4035-a60f-314621e13153,d724c432-fa5d-4bfb-b6d8-9620b78e53ab,bf4e6859-4a4d-4e71-a548-f695c46eea57,300414,713.45,Completed,12.96449001,77.54101712,12.89955863,77.5241205
3121c119-b058-481c-ac95-70815bc6c17b,2e9cfa27-8aac-4dec-bc7a-0b23e25ae75e,2b8e40a8-5d4f-4c0b-9baa-908f030a9731,300436,193.28,Completed,12.99023483,77.57940492,12.8253959,77.50031895
6e40638c-0cc4-474d-83af-27facc70d8a2,917812da-7faa-441f-8a1b-0667984d5c2f,80b2f391-4191-4e48-9ba8-9680990fd486,300775,224.77,Completed,12.94188633,77.57893902,12.80672544,77.50032878
86fc2400-f3d5-43a4-8e74-6eca864c9987,57189632-583b-454c-9ba9-a55d58b5a9a6,5a1c3d64-b427-4508-93aa-c4a3264bcebb,300022,764.13,In Progress,12.91487888,77.52504856,12.84492427,77.53923538
ab662ad5-deca-484a-aff8-e11398822db9,2c3e218d-f8ff-4a13-909b-809cceebeef7,4c923dda-061f-4032-9b2b-727c6a9679f2,300908,599.99,Cancelled,12.92997591,77.51987625,12.83147085,77.55295143
78c1a810-a5a2-42a6-9c31-48078460d31c,a2140643-a614-479c-85ca-cb9637882a17,bf6248d0-ffea-4315-96d1-45f9baebf279,300290,171.43,Cancelled,12.92802051,77.50197389,12.83128229,77.58787303
01dd5338-048f-4aa4-a9dc-02e197885112,dd27377c-6682-4485-9090-739bcd966336,11d1d858-ebcd-4b0c-8e89-da93ac67684e,300786,542.61,Cancelled,12.94702356,77.55199852,12.81920423,77.56121768
1efc83eb-7272-4f70-b2b4-568a362fa4d0,3a06f39c-bcbe-443a-8791-38139f9b3355,d0861895-1d70-44b1-94d7-07e28803db5a,300886,780.04,Cancelled,12.92491315,77.55811611,12.83972746,77.50440203
311b4fc6-55d8-4abc-8ada-850add5bf6f3,c77e2c13-6650-4549-abf8-50884b86c9d9,e5c146a1-6bfd-487e-bfd7-27104af963bc,300928,769.22,Completed,12.92973861,77.55270659,12.89818029,77.53548518
951cd1f7-8d0b-4755-b61d-2c1f41ac63c6,aa3c586a-8020-4c18-9d57-e98646d4d2ec,49e5dc80-60ec-44e3-8df2-f1cae26d04f6,300416,935.96,Cancelled,12.99479753,77.54018126,12.84399893,77.53403666
b69a660b-fa60-408f-adee-4660a0ce1322,781e4e41-df21-4e52-98c4-2285b8008a79,617ecbac-c1bf-4d96-955f-2cbcbdf3bb5b,300092,865.79,Cancelled,12.98403514,77.57628407,12.83200866,77.5401525
a5941231-4671-4eca-a5bc-9eb1e1e4362f,83dff689-4bec-4c8a-808f-4469b19505bd,e93a3c0e-444d-47b1-a2a3-6fe28fbef662,300542,486.78,Completed,12.9031281,77.59293389,12.8100871,77.5084977
32d89230-9a10-42bb-8982-b27d0867a703,f3e27fb9-6d0b-4568-99a8-61896f632fb5,6da88fc1-32d1-49e2-9f37-a966dca05580,300227,826.95,Cancelled,12.96655906,77.52334416,12.86407722,77.55521792
cc7d558d-238f-4f0a-8fe7-474f57382dcd,681c10ce-711a-46f1-82b7-7eece733b189,7a0e5a21-5377-4fbe-8561-d30f729d3e58,300333,531.97,Cancelled,12.97423665,77.56275073,12.86360375,77.52503185
9c25b5f0-19b5-4c7a-a7b2-bcc0b3f89d73,4fbf37e8-e1c8-4de1-a6a4-13cd54559f20,3eff2d6a-1a56-4b1a-8c88-78d41bb31eca,300317,592.11,In Progress,12.96198522,77.58265806,12.87900419,77.50214537
41d3d76c-e5fe-4aa0-8cd4-66571070829a,64510bd8-dc88-4c04-abb0-27e582135a52,7d569f3f-912b-416e-94fb-7c4b80cd6ccf,300124,921.4,In Progress,12.97613263,77.58908218,12.81585161,77.53275741
a7db989c-866c-4197-b4b1-35c51af11627,aa7f2c70-6718-4da3-bded-d4a988e91b79,f8e3ba79-fd99-419f-abb4-c9276dfceb05,300996,836.39,Completed,12.94770237,77.52935006,12.80079021,77.58854263
71aa5652-8a55-45d0-803f-ca48efca95b8,de23e907-8396-4efa-b270-a0377d79c12c,dedad112-c5b0-47c5-ae86-92640974664a,300467,997.49,Cancelled,12.95219586,77.51871344,12.81400883,77.58692821
358f7b77-b8ce-45ba-8fed-53744ec51de5,6b18f8fc-8594-427c-bd25-84c2d7f18e98,09bfac30-e7a5-466e-bc89-ed370639472f,300710,342.94,In Progress,12.94059256,77.51936559,12.89321214,77.51331203
305c8784-4a7b-434b-91a3-ea0cf2c7dea2,c2f211de-1b5e-4c28-a6f7-00b6e71836dd,4d694036-7da4-48d1-9d94-2ed55fc9b0f0,300769,805.38,In Progress,12.97998372,77.5881595,12.87193292,77.54512773
18e195e7-5f28-4bce-9a5f-d3a1fdc0a732,0a6fbd8c-0148-42f6-b985-7a946a470450,93a1e25e-b8e5-493b-a4a4-306dc1b27701,300441,942.02,Cancelled,12.90235658,77.59374958,12.8558782,77.52264605
ea607d38-f863-4907-a9be-f83d0a25d9c4,251953d7-2065-4639-a9e9-a5ff55562ead,f270ced4-4dd4-44e0-a5b2-850643145a14,300758,231.88,In Progress,12.92888017,77.58827513,12.83772866,77.58702786
c9a5765a-4be1-464c-9229-d618a2e78431,e29a25d1-95ab-44b3-b8f0-4b95249759b1,346903df-44a0-4c6a-b6e4-73edf1a61767,300581,547.04,Completed,12.95850043,77.57509495,12.85389296,77.51524064
2bfe4700-587c-4ba0-84d1-b15b55d6e8be,f9cd8a38-30c9-42e0-962e-ce002ae8a5d9,f22d5825-5d0e-40ad-9512-4ca4938e0dbf,300441,771.32,In Progress,12.91201742,77.59259034,12.89561531,77.53134685
5ab6784f-c0da-4ca1-8ff1-318717f87b9b,731a9877-54ef-4e60-87e8-6a64c576362a,d910d80f-be54-45b0-9b15-1f24e8ef3db6,300575,631.74,Cancelled,12.98671472,77.59137702,12.87755283,77.56215577
